word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
side,of,14.29%,and,10.0%,to,5.71%
minutes,and,15.09%,when,5.66%,however,5.66%
seeing,him,27.45%,them,9.8%,you,9.8%
answer,for,17.19%,and,6.25%,i,6.25%
hand,and,16.98%,as,3.77%,it,3.77%
moment,and,7.34%,he,5.5%,she,5.5%
point,of,39.22%,i,7.84%,which,3.92%
state,of,57.14%,and,7.14%,i,3.57%
assure,you,88.14%,her,6.78%,me,1.69%
least,i,8.24%,idea,4.71%,and,3.53%
down,and,21.43%,to,11.43%,the,10.0%
party,and,10.53%,were,6.32%,the,5.26%
towards,her,19.35%,the,9.68%,jane,8.06%
extremely,well,13.64%,sorry,6.06%,happy,4.55%
jane,and,6.47%,was,5.88%,i,4.71%
